name,src_file,src_line,self_total_ms,calls,self_mean_us,self_max_ms
LLCore::HttpOpRequest::curlSslCtxCallback,E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp,1025,0.001955,1,1.955,0.001955
vftuf - missing asset,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2169,0.001938,96,0.0201875,4.8e-05
lllog,E:\BoxxyViewer\indra\llmessage\message.cpp,2390,0.001783,23,0.07752173913043478,0.000172
lllog,E:\BoxxyViewer\indra\llmessage\llcoproceduremanager.cpp,486,0.001742,27,0.06451851851851852,0.000312
LLMeshLODHandler::processData,E:\BoxxyViewer\indra\newview\llmeshrepository.cpp,3982,0.001741,3,0.5803333333333334,0.000749
LLTextureFetchWorker::finishWork,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,2082,0.001568,18,0.08711111111111111,0.000625
LLTextureFetch::getFetchState,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,3159,0.001552,19,0.08168421052631579,0.000102
lllog,E:\BoxxyViewer\indra\llplugin\llpluginclassmedia.cpp,1126,0.001498,60,0.024966666666666665,0.00025
lllog,E:\BoxxyViewer\indra\newview\llmeshrepository.cpp,2114,0.001449,30,0.048299999999999996,0.000498
LLFace::dirtyTexture,E:\BoxxyViewer\indra\newview\llface.cpp,315,0.001269,4,0.31725,0.00087
lllog,E:\BoxxyViewer\indra\llmessage\message.cpp,2389,0.001246,23,0.05417391304347826,0.000143
LLUICtrlFactory::createWidgetImpl,E:\BoxxyViewer\indra\llui\lluictrlfactory.h,213,0.001187,1,1.187,0.001187
LLGLTFMaterial::getHash,E:\BoxxyViewer\indra\llprimitive\llgltfmaterial.cpp,865,0.001147,5,0.2294,0.000484
LLImageGL::setManualImage,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1314,0.001102,35,0.031485714285714284,0.000177
lllog,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,3603,0.001097,6,0.18283333333333335,0.000415
lllog,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,493,0.000831,5,0.1662,0.00035
vftuf - request created,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2319,0.000817,19,0.043,5.4e-05
tcwfw - read fail,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,745,0.0008,2,0.4,0.000544
LLDate::toHTTPDateString,E:\BoxxyViewer\indra\llcommon\lldate.cpp,94,0.000786,7,0.1122857142857143,0.000561
lllog,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,519,0.000746,4,0.1865,0.000282
lllog,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,4146,0.000728,3,0.24266666666666667,0.000439
lllog,E:\BoxxyViewer\indra\llaudio\llaudioengine.cpp,1680,0.000724,3,0.24133333333333334,0.000318
LLTextureCache::setHeaderCacheEntry,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,1905,0.000664,2,0.332,0.000488
LL::WorkQueueBase::postTo,E:\BoxxyViewer\indra\llcommon\workqueue.h,502,0.00065,1,0.65,0.00065
tcwfw - write,E:\BoxxyViewer\indra\newview\lltexturecache.cpp,752,0.000584,16,0.0365,0.000113
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,6746,0.000544,7,0.07771428571428571,0.0001
LLImageGL::createPickMask,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,2389,0.000537,1,0.537,0.000537
llvfcuccm - generate indices,E:\BoxxyViewer\indra\llmath\llvolume.cpp,6433,0.000521,8,0.065125,0.000149
lllog,E:\BoxxyViewer\indra\newview\llcontrolavatar.cpp,592,0.000506,6,0.08433333333333333,0.000204
LLImageGL::setSubImage,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1225,0.000497,1,0.497,0.000497
lllog,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2371,0.000489,8,0.061125,0.00012
lllog,E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp,536,0.000468,1,0.468,0.000468
mwp - default,E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp,3602,0.00046,6,0.07666666666666667,0.000249
lllog,E:\BoxxyViewer\indra\newview\llavatarrenderinfoaccountant.cpp,380,0.00046,1,0.46,0.00046
vftuf - create or missing,E:\BoxxyViewer\indra\newview\llviewertexture.cpp,2263,0.000401,14,0.028642857142857144,8.6e-05
LLImageGL::setSubImage,E:\BoxxyViewer\indra\llrender\llimagegl.cpp,1116,0.000378,1,0.378,0.000378
lllog,E:\BoxxyViewer\indra\llappearance\llavatarappearance.cpp,456,0.000319,1,0.319,0.000319
lllog,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,4136,0.000315,3,0.105,0.000127
lllog,E:\BoxxyViewer\indra\newview\llviewerobject.cpp,1538,0.000269,1,0.269,0.000269
lllog,E:\BoxxyViewer\indra\llappearance\llavatarappearance.cpp,462,0.000252,1,0.252,0.000252
lllog,E:\BoxxyViewer\indra\newview\lltexturefetch.cpp,1233,0.000232,2,0.116,0.000117
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,12126,0.000231,3,0.077,9.8e-05
LL::WorkQueueBase::postMaybe,E:\BoxxyViewer\indra\llcommon\workqueue.h,553,0.000231,1,0.231,0.000231
lllog,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,4140,0.000228,3,0.076,0.0001
lllog,E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp,1088,0.000218,1,0.218,0.000218
lllog,E:\BoxxyViewer\indra\newview\llvoicewebrtc.cpp,397,0.00021,1,0.21,0.00021
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,6713,0.000194,5,0.038799999999999994,5.6e-05
lllog,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,12073,0.000149,2,0.0745,0.000113
lllog,E:\BoxxyViewer\indra\llui\llview.cpp,173,0.000136,4,0.034,9.8e-05
LLGLTexture::setSubImage,E:\BoxxyViewer\indra\llrender\llgltexture.cpp,252,0.000128,1,0.128,0.000128
lllog,E:\BoxxyViewer\indra\newview\llviewermessage.cpp,3774,0.0001,1,0.1,0.0001
LLPelvisFixMotion::onUpdate,E:\BoxxyViewer\indra\newview\llvoavatar.cpp,591,9e-05,2,0.045,5.4e-05
lllog,E:\BoxxyViewer\indra\newview\llmeshrepository.cpp,2186,8.6e-05,3,0.028666666666666667,7.3e-05
lllog,E:\BoxxyViewer\indra\newview\llsechandler_basic.cpp,1124,4e-05,1,0.04,4e-05
