name|src_file|src_line|total_ns|total_perc|counts|mean_ns|min_ns|max_ns|std_ns
"rmdo - push query"|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|370|890189|0.000033|14878|59|42|2106|175.458031
LLGLSLShader::unbindTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1208|34227|0.000001|864|39|12|283|25.615053
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|132|83322|0.000003|2752|30|17|746|24.885211
LLTextureFetch::createRequest|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2520|78193|0.000003|19|4115|1344|6570|5542.775744
"Exact OIT overflow predicate submission"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1558|165128235|0.006146|172|960047|111637|1495197|166142.687052
LLViewerFetchedTexture::updateFetch|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2140|2175564|0.000081|48097|45|14|34025|764.896311
LLMeshRepository::loadMesh|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|4477|32272|0.000001|38|849|314|3155|505.541962
LLGLSLShader::uniform2fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1935|107727|0.000004|4702|22|13|7020|106.066092
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|15061|0.000001|1|15061|15061|15061|0.000000
LLReflectionMap::doOcclusion|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|319|528961|0.000020|16781|31|7|2264|435.032696
LLMutexTrylock::LLMutexTrylock|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|367|162082|0.000006|4472|36|13|862|200.981328
LLPelvisFixMotion::onUpdate|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|591|90|0.000000|2|45|36|54|12.727922
LLViewerMediaTexture::updateClass|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|3332|158733|0.000006|173|917|700|1850|170.201215
"lllog"|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|2186|86|0.000000|3|28|6|73|38.405729
"HUD Update"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|754|160033|0.000006|173|925|580|3000|157061.937142
LLViewerWindow::setup3DViewport|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|5887|444570|0.000017|15483|28|7|1282|32.864820
LLTextureFetch::threadedUpdate|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3051|58708|0.000002|172|341|93|16818|7519.419782
LLVolumeFace::create|E:\BoxxyViewer\indra\llmath\llvolume.cpp|5396|64162|0.000002|307|208|15|4441|1889.098732
LLFace::genVolumeBBoxes|E:\BoxxyViewer\indra\newview\llface.cpp|812|601343|0.000022|5323|112|6|5695|174.301499
LLVOSky::updateSky|E:\BoxxyViewer\indra\newview\llvosky.cpp|692|44339|0.000002|173|256|127|4604|349.284093
LLGLSLShader::enableTexture|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1234|32458521|0.001208|2172699|14|6|150690|168.964870
LLPerfStats::StatsRecorder::send|E:\BoxxyViewer\indra\newview\llperfstats.h|177|139134|0.000005|1721|80|13|924|463.665155
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4146|728|0.000000|3|242|113|439|172.924839
LLViewerObjectList::cleanupReferences|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1284|60310|0.000002|42|1435|743|2981|531.534640
render_ui_2d|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1807|39024905|0.001452|172|226888|147245|1199924|2123342.125697
LLViewerFetchedTexture::setKnownDrawSize|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1691|29968|0.000001|1020|29|14|708|51.177499
LLReflectionMap::update|E:\BoxxyViewer\indra\newview\llreflectionmap.cpp|55|76961|0.000003|172|447|246|1693|1365946.908342
"tfwdw - WRITE_TO_CACHE"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1866|123682|0.000005|18|6871|173|17227|21188.894997
LLDrawPoolWLSky::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolwlsky.cpp|473|2048252|0.000076|345|5936|2740|28811|19994.677856
LLTrace::AccumulatorBufferGroup::merge|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.cpp|114|72869|0.000003|1204|60|27|2760|488.925379
LLOcclusionCullingGroup::getNewOcclusionQueryObjectName|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|801|472018|0.000018|45406|10|6|12266|62.507152
LLTextureFetchWorker::callbackCacheRead|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2289|4016|0.000000|19|211|74|399|239.352715
"glTexImage2D copy"|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1477|1960|0.000000|15|130|23|255|7225.724595
LLTrace::PeriodicRecording::getPeriodMean|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|764|750449|0.000028|6020|124|85|1126|74.944735
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|552|40268|0.000001|1677|24|6|2618|81.923388
LLViewerTextureList::updateImageDecodePriority|E:\BoxxyViewer\indra\newview\llviewertexturelist.cpp|929|42997372|0.001600|43297|993|20|148753|36613.837127
"renderDeferredLighting - fullscreen lights"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8981|2240060|0.000083|345|6492|503|43472|18536.285350
LLVolumeFace::resizeIndices|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7062|141833|0.000005|414|342|59|10937|742.152000
LLGLSLShader::getUniformLocation|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1746|7672278|0.000286|801662|9|5|113311|142.998014
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2360|6838|0.000000|18|379|94|1168|314.688268
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|5837|112153|0.000004|3406|32|6|418|48.260834
FTM_SIMULATE_PARTICLES|E:\BoxxyViewer\indra\newview\llviewerpartsim.cpp|672|29108640|0.001083|173|168258|108192|297651|49316.060414
"lllog"|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|3774|100|0.000000|1|100|100|100|0.000000
LLVOVolume::lodOrSculptChanged|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2144|88955|0.000003|370|240|14|1411|2618.088735
"tcwfw - read"|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|735|74192|0.000003|19|3904|74|5855|2158.429663
LLDrawable::cleanupReferences|E:\BoxxyViewer\indra\newview\lldrawable.cpp|251|235443|0.000009|42|5605|1373|12802|9207.813212
LLCharacter::updateMotions|E:\BoxxyViewer\indra\llcharacter\llcharacter.cpp|175|543630|0.000020|15538|34|12|1357|49379.461502
LLReflectionMapManager::updateProbeFace|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|785|723190|0.000027|172|4204|2745|11162|1368470.206849
LLMeshRepository::getMeshSize|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|5213|228094|0.000008|2951|77|24|800|90.120012
"renderDeferredLighting - local lights"|E:\BoxxyViewer\indra\newview\pipeline.cpp|8827|16072513|0.000598|345|46586|24263|161395|21185.256928
FTM_FRAME|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1347|2242391|0.000083|170|13190|5791|64276|30179334.897986
"vftuf - request created"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2319|817|0.000000|19|43|14|54|311.850659
LLDate::toHTTPDateString|E:\BoxxyViewer\indra\llcommon\lldate.cpp|103|10235|0.000000|7|1462|436|6085|2049.617973
LLViewerFetchedTexture::doLoadedCallbacks|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2658|53133|0.000002|346|153|16|1082|100.614633
`anonymous-namespace'::RecordToFile::recordMessage|E:\BoxxyViewer\indra\llcommon\llerror.cpp|172|646024|0.000024|44|14682|4064|28851|9824.235637
LLTextureFetch::deleteRequest|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2674|12224|0.000000|8|1528|421|2007|1670.074421
LLDrawPoolAvatar::renderShadow|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|352|10969161|0.000408|276480|39|5|200858|622.855227
LLImageGL::setManualImage|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1314|1102|0.000000|35|31|7|177|33.449259
LLDate::toHTTPDateString|E:\BoxxyViewer\indra\llcommon\lldate.cpp|94|786|0.000000|7|112|28|561|2746.666373
LLDrawPoolAvatar::endDeferredImpostor|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|562|165757|0.000006|346|479|290|2523|599.460588
"vb cache hash"|E:\BoxxyViewer\indra\llrender\llrender.cpp|1577|8824444|0.000328|61924|142|36|186167|803.609087
"lllog"|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|2114|1449|0.000000|30|48|7|498|95.394101
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|544|9006|0.000000|312|28|6|307|43.500674
LLSettingsBlender::update|E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp|752|1512245|0.000056|346|4370|615|13762|28253.359578
LLPhysicsMotionController::onUpdate|E:\BoxxyViewer\indra\newview\llphysicsmotion.cpp|456|22669688|0.000844|2836|7993|39|87340|16009.220789
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::AccumulatorBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|68|141816|0.000005|344|412|67|1165|422.535561
LLWorkerThread::WorkRequest::finishRequest|E:\BoxxyViewer\indra\llcommon\llworkerthread.cpp|193|7819|0.000000|53|147|24|1042|3283.634777
"lllog"|E:\BoxxyViewer\indra\llplugin\llpluginprocessparent.cpp|1033|5999|0.000000|104|57|6|267|66.691508
LLViewerOctreeGroup::unbound|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|519|22441840|0.000835|124097|180|5|39170|342.821859
LLAudioEngine::getAudioData|E:\BoxxyViewer\indra\llaudio\llaudioengine.cpp|929|2259|0.000000|3|753|645|807|93.530744
LLDrawPoolSimple::renderDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolsimple.cpp|101|106996|0.000004|578|185|59|965|110374.306448
LLTexUnit::bind|E:\BoxxyViewer\indra\llrender\llrender.cpp|217|8682261|0.000323|437942|19|8|93171|3093.619515
"lllog"|E:\BoxxyViewer\indra\llmessage\message.cpp|2388|4192|0.000000|23|182|97|801|150.568015
LLMeshRepoThread::fetchMeshLOD|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|2035|2674439|0.000100|33|81043|29514|193396|27083.115600
LLCalculateTangentArray|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7590|6746|0.000000|27|249|112|905|257.570080
LLPipeline::unlinkDrawable|E:\BoxxyViewer\indra\newview\pipeline.cpp|1919|145962|0.000005|42|3475|1205|7027|6010.104376
LLReflectionMapManager::getReflectionMaps|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|603|964617|0.000036|606|1591|453|43358|1739.537921
LLSettingsBlenderTimeDelta::calculateBlend|E:\BoxxyViewer\indra\llinventory\llsettingsbase.cpp|797|30149|0.000001|346|87|8|800|95.361722
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|132|617085|0.000023|2752|224|47|8635|208.732659
LLVolumeFace::resizeVertices|E:\BoxxyViewer\indra\llmath\llvolume.cpp|6938|283570|0.000011|414|684|85|28661|1612.836420
LLGLSLShader::uniform1f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1327|44323423|0.001650|3244902|13|6|129584|132.238643
"shadow simple"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9909|1013741|0.000038|2048|494|232|2851|92319.784605
LLFloater::draw|E:\BoxxyViewer\indra\llui\llfloater.cpp|2031|7806979|0.000291|516|15129|3609|65359|206395.971454
LLMeshRepository::notifyLoadedMeshes|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|4565|1004774|0.000037|1118|898|127|12160|11290.752520
LLStopWatchControlsMixinCommon::stop|E:\BoxxyViewer\indra\llcommon\lltracerecording.cpp|949|27689|0.000001|172|160|73|405|17311.553299
"System Messages"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1401|39113|0.000001|172|227|167|425|89845.210681
LLVertexBuffer::flushBuffers|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1022|285356|0.000011|2802|101|6|5264|50747.684359
"lllog"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|915|15507|0.000001|172|90|34|419|48.820773
LLRender::flush|E:\BoxxyViewer\indra\llrender\llrender.cpp|1502|18575056|0.000691|63405|292|71|123815|10691.864861
LLUICtrlFactory::createWidgetImpl|E:\BoxxyViewer\indra\llui\lluictrlfactory.h|213|48361|0.000002|1|48361|48361|48361|0.000000
LLRenderPass::pushGLTFBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|915|408724|0.000015|3363|121|6|6268|34885.690525
"getGeometryVolume - weight"|E:\BoxxyViewer\indra\newview\llface.cpp|2101|2747459|0.000102|932|2947|16|209967|13483.586235
LLSD::operator []|E:\BoxxyViewer\indra\llcommon\llsd.cpp|1150|328059|0.000012|6394|51|12|7018|108.329792
LLGLSLShader::bind|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1060|18865433|0.000702|254578|74|7|44818|644.386512
LLDrawable::updateXform|E:\BoxxyViewer\indra\newview\lldrawable.cpp|612|8999099|0.000335|77869|115|22|62445|339.639296
"shadow geom"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9930|65235|0.000002|1024|63|12|716|44682.504828
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::getDefaultBuffer|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|223|15355|0.000001|688|22|5|678|30.989198
"lllog"|E:\BoxxyViewer\indra\newview\lleventpoll.cpp|316|4173|0.000000|23|181|121|345|54.187385
sub_image_lines|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1064|4775|0.000000|15|318|32|871|6901.723858
LLGLSLShader::uniform4uiv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1987|36454|0.000001|344|105|33|510|147.388887
LLGLSLShader::uniform1i|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1302|2894062|0.000108|128746|22|6|8620|69.687988
LLRender::setAmbientLightColor|E:\BoxxyViewer\indra\llrender\llrender.cpp|1408|53837|0.000002|1991|27|6|983|44.071128
LLWorld::setLandFarClip|E:\BoxxyViewer\indra\newview\llworld.cpp|861|12362|0.000000|173|71|33|254|36.488370
"UI updateClass"|E:\BoxxyViewer\indra\newview\llviewerwindow.cpp|3557|2743031|0.000102|172|15947|12374|35294|8781.501317
LLVOAvatar::calculateControlAvatarComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11851|10722|0.000000|98|109|39|698|73.648790
`anonymous-namespace'::ImplMap::insert|E:\BoxxyViewer\indra\llcommon\llsd.cpp|535|217501|0.000008|1064|204|45|10762|588.866912
LLVertexBuffer::destroyGLIndices|E:\BoxxyViewer\indra\llrender\llvertexbuffer.cpp|1195|166911|0.000006|2796|59|13|2912|1424.697459
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11460|63864|0.000002|214|298|7|13810|1062.051982
"shadow alpha"|E:\BoxxyViewer\indra\newview\pipeline.cpp|9935|356428|0.000013|1024|348|201|2504|293327.835548
LLPipeline::doOcclusion|E:\BoxxyViewer\indra\newview\pipeline.cpp|2694|1409322|0.000052|173|8146|5789|19694|149722.251499
"lllog"|E:\BoxxyViewer\indra\llui\llview.cpp|173|136|0.000000|4|34|10|98|42.739521
"media misc"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|717|451250|0.000017|172|2623|1955|6694|822.568712
LLVOAvatar::updateTooSlow|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|9262|1236857|0.000046|15538|79|6|11795|125.114772
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12225|13612|0.000001|212|64|6|756|74.600230
LLViewerFetchedTexture::postCreateTexture|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|1576|2889|0.000000|14|206|26|312|115.156081
LLFace::LLFace|E:\BoxxyViewer\indra\newview\llface.h|79|43198|0.000002|1753|24|13|629|67.304159
"vftuf - current < min"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2268|96632|0.000004|8086|11|5|3006|38.466267
LLViewerObjectList::cleanDeadObjects|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|1425|6481209|0.000241|40|162030|137407|290128|33411.024557
"Update Images"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|855|48530|0.000002|173|280|129|641|2163058.386537
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|1461|2931|0.000000|17|172|8|552|146.130721
"vftuf - current <= desired"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2288|322448|0.000012|33814|9|6|3116|28.698193
LLTrace::ThreadRecorder::pullFromChildren|E:\BoxxyViewer\indra\llcommon\lltracethreadrecorder.cpp|282|76828|0.000003|172|446|318|6245|23869.123762
LLVOVolume::getRenderCost|E:\BoxxyViewer\indra\newview\llvovolume.cpp|4240|463169|0.000017|3490|132|33|1217|956.325610
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobject.cpp|1234|23970|0.000001|1677|14|8|836|31.252895
LLFontGL::maxDrawableChars|E:\BoxxyViewer\indra\llrender\llfontgl.cpp|603|234640|0.000009|501|468|8|7119|1178.574566
LLControlGroup::get|E:\BoxxyViewer\indra\llxml\llcontrol.h|229|4815002|0.000179|11684|412|22|37634|691.667692
"tgd - transform"|E:\BoxxyViewer\indra\newview\llface.cpp|1929|3186128|0.000119|3325|958|8|53440|2831.564528
"vftuf - create or missing"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2263|401|0.000000|14|28|8|86|23.189852
LLVOAvatar::idleUpdateRenderComplexity|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11633|108715|0.000004|710|153|15|1097|46586.080170
render_ui_3d|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|1639|183308|0.000007|172|1065|775|1957|296.399841
"materials draw loop"|E:\BoxxyViewer\indra\newview\lldrawpoolmaterials.cpp|192|105967391|0.003944|538219|196|38|125054|639.979173
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::tryPop|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|477|160497|0.000006|1922|83|12|3543|6866.658878
LLReflectionMapManager::update|E:\BoxxyViewer\indra\newview\llreflectionmapmanager.cpp|213|880473|0.000033|172|5119|3775|11148|1373388.835556
LLGLSLShader::getUniformLocation|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1720|66958163|0.002492|5886589|11|6|101618|92.626030
override_bbox|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|3260|13242964|0.000493|41192|321|12|87884|1811.252226
LLImageJ2C::decode|E:\BoxxyViewer\indra\llimage\llimagej2c.cpp|150|2090|0.000000|18|116|60|207|3277475.580771
LLMeshRepository::getCostData|E:\BoxxyViewer\indra\newview\llmeshrepository.cpp|5631|857436|0.000032|5902|145|40|1532|271.627020
LLImageGL::createGLTexture|E:\BoxxyViewer\indra\llrender\llimagegl.cpp|1524|11991|0.000000|14|856|212|1169|15340.481193
LLSD::operator []|E:\BoxxyViewer\indra\llcommon\llsd.cpp|1144|182953|0.000007|1026|178|44|6081|357.354096
LLTextureFetchWorker::setState|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|3084|101677|0.000004|213|477|34|2994|683.397423
LLCore::HttpOpRequest::setupPost|E:\BoxxyViewer\indra\llcorehttp\_httpoprequest.cpp|348|5507|0.000000|23|239|155|457|276.597427
LLSpatialGroup::updateInGroup|E:\BoxxyViewer\indra\newview\llspatialpartition.cpp|226|26017319|0.000968|116822|222|14|102559|2094.119791
LLTrace::AccumulatorBuffer<class LLTrace::SampleAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|884446|0.000033|2580|342|35|4804|323.838771
LLTextureCache::getHeaderCacheEntry|E:\BoxxyViewer\indra\newview\lltexturecache.cpp|1892|7162253|0.000267|35|204635|2184|4037405|668835.607553
LLDrawPoolAlpha::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolalpha.cpp|147|10238976|0.000381|1499|6830|27|51673|1245199.995061
LLGLSLShader::uniformMatrix4fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1699|10418087|0.000388|577358|18|5|107574|233.474107
"df resumeMainloopTimeout"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1625|81705|0.000003|172|475|362|1092|156.286063
LLTrace::AccumulatorBuffer<class LLTrace::EventAccumulator>::reset|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|132|253580|0.000009|2752|92|38|1458|88.528542
"lllog"|E:\BoxxyViewer\indra\newview\lltexturefetch.cpp|2197|3426|0.000000|16|214|9|441|118.957696
"rebuildGeom - face list"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|5975|8220005|0.000306|779|10551|7|384448|195992.358974
"genDrawInfo - sort"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6584|422091|0.000016|12464|33|7|16081|214.536560
LLWorld::updateRegions|E:\BoxxyViewer\indra\newview\llworld.cpp|684|290665|0.000011|173|1680|1178|8669|10371.768991
"lllog"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|2572|53091|0.000002|3406|15|6|672|34.957953
process_avatar_animation|E:\BoxxyViewer\indra\newview\llviewermessage.cpp|4017|641571|0.000024|194|3307|1500|46174|40532.981864
"getGeometryVolume - indices tail"|E:\BoxxyViewer\indra\newview\llface.cpp|1453|185492|0.000007|4668|39|6|785|57.241701
"Image Fetch"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1678|62609|0.000002|172|364|212|908|7433.392054
"glEndQuery"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1282|518966|0.000019|45099|11|8|2057|24.906454
LLSharedMutex::unlockShared|E:\BoxxyViewer\indra\llcommon\llmutex.cpp|285|5954|0.000000|20|297|95|729|148.866242
LLVOVolume::updateSpotLightPriority|E:\BoxxyViewer\indra\newview\llvovolume.cpp|3418|863399|0.000032|6920|124|22|6178|149.720120
LLMotionController::updateMotions|E:\BoxxyViewer\indra\llcharacter\llmotioncontroller.cpp|837|37347512|0.001390|4384|8519|162|132831|85706.040764
LLTrans::getString|E:\BoxxyViewer\indra\llui\lltrans.cpp|142|25083|0.000001|5|5016|3627|5842|1038.483389
LLVOAvatar::accountRenderComplexityForObject|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12178|1114212|0.000041|212|5255|124|52259|63419.209822
"Image Decode"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1674|24980|0.000001|172|145|109|285|498.856154
LLFontGL::getWidthF32|E:\BoxxyViewer\indra\llrender\llfontgl.cpp|535|4101707|0.000153|13395|306|8|52003|744.676246
LLVOAvatar::getOverallAppearance|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|12460|38720724|0.001441|224112|172|5|35093|199.254171
LLVolumeFace::createSide|E:\BoxxyViewer\indra\llmath\llvolume.cpp|7125|68140|0.000003|219|311|26|2306|1922.022069
LLRenderPass::pushRiggedGLTFBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|992|413704|0.000015|3019|137|6|2377|30938.539472
LLRenderPass::pushUntexturedRiggedGLTFBatches|E:\BoxxyViewer\indra\newview\lldrawpool.cpp|1011|137141|0.000005|1024|133|19|22041|7372.422566
"lllog"|E:\BoxxyViewer\indra\newview\llviewerobjectlist.cpp|475|27533|0.000001|1365|20|6|241|23.737336
"media update interest"|E:\BoxxyViewer\indra\newview\llviewermedia.cpp|669|173230|0.000006|172|1007|389|1725|63089.511957
"vftuf - missing asset"|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|2169|1938|0.000000|96|20|6|48|6.690134
"update rig info - get key"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|11469|2208885|0.000082|214|10321|30|26852|6859.147509
LLWorkerThread::WorkRequest::processRequest|E:\BoxxyViewer\indra\llcommon\llworkerthread.cpp|182|206322|0.000008|227|908|63|21091|345625.151514
LLCore::HttpService::threadRun|E:\BoxxyViewer\indra\llcorehttp\_httpservice.cpp|294|2046801|0.000076|1725|1186|231|29002|3677560.863641
"Render"|E:\BoxxyViewer\indra\newview\llviewerdisplay.cpp|419|646275|0.000024|172|3757|2787|5478|22458955.373259
LLPipeline::renderGeomPostDeferred|E:\BoxxyViewer\indra\newview\pipeline.cpp|4217|3090246|0.000115|1038|2977|449|15802|1549429.933056
LLThreadSafeQueue<class std::function<void __cdecl(void)>,class std::queue<class std::function<void __cdecl(void)>,class std::deque<class std::function<void __cdecl(void)>,class std::allocator<class std::function<void __cdecl(void)> > > > >::push_|E:\BoxxyViewer\indra\llcommon\llthreadsafequeue.h|309|11387|0.000000|16|711|33|3790|1118.899072
LLTrace::AccumulatorBuffer<class LLTrace::CountAccumulator>::addSamples|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|112|552018|0.000021|2580|213|43|1408|117.702272
"Exact OIT collect completed stats"|E:\BoxxyViewer\indra\newview\fsexactoit.cpp|1241|306344909|0.011402|172|1781075|1065246|4493216|348305.580170
LLGLSLShader::uniform4f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1417|9441710|0.000351|471481|20|6|36967|99.711653
LLGLSLShader::uniform2f|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1866|226143|0.000008|1894|119|15|1004|209.246959
"LFS Thread"|E:\BoxxyViewer\indra\newview\llappviewer.cpp|1593|79399|0.000003|172|461|319|6980|3546.622479
LLDrawPoolAvatar::renderPostDeferred|E:\BoxxyViewer\indra\newview\lldrawpoolavatar.cpp|258|1815634|0.000068|56286|32|14|5481|621.060883
LLDrawPoolTerrain::beginDeferredPass|E:\BoxxyViewer\indra\newview\lldrawpoolterrain.cpp|124|9336|0.000000|345|27|20|617|35.340495
LLWindowWin32::LLWindowWin32Thread::run|E:\BoxxyViewer\indra\llwindow\llwindowwin32.cpp|5558|380915|0.000014|110|3462|2281|5633|47115454.299253
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6730|19275|0.000001|666|28|6|631|65.862388
"genDrawInfo - face size"|E:\BoxxyViewer\indra\newview\llvovolume.cpp|6654|143371|0.000005|2661|53|6|1938|96.385933
LLPerfStats::StatsRecorder::toggleBuffer|E:\BoxxyViewer\indra\newview\llperfstats.cpp|160|92223|0.000003|172|536|299|1418|506.300508
LLViewerTexture::removeFace|E:\BoxxyViewer\indra\newview\llviewertexture.cpp|923|13584|0.000001|306|44|6|398|68.879843
LLTrace::AccumulatorBuffer<class LLTrace::TimeBlockAccumulator>::resize|E:\BoxxyViewer\indra\llcommon\lltraceaccumulators.h|182|111154|0.000004|344|323|227|1310|110.514435
"lllog"|E:\BoxxyViewer\indra\newview\llvoavatar.cpp|6697|13210|0.000000|507|26|6|483|45.880839
LLMemoryInfo::loadStatsMap|E:\BoxxyViewer\indra\llcommon\llsys.cpp|920|82196|0.000003|10|8219|6812|11166|8738.160879
"co - query available"|E:\BoxxyViewer\indra\newview\llvieweroctree.cpp|1133|3622619|0.000135|45025|80|20|36574|421.546216
LLGLSLShader::uniform3fv|E:\BoxxyViewer\indra\llrender\llglslshader.cpp|1553|10266720|0.000382|649544|15|6|12592|43.456877
